Код;Имеет ПВЗ;Максимальный вес;Страна;Регион;Город;Улица;Дом;Офис;Эл. почта;Телефоны;График работы;Наименование;Описание;Комментарий к адресу;Ближайшая остановка;Ближайшая остановка метро;
KHAB3;Да;;Россия;Хабаровский край;Хабаровск;ул. Суворова;30;;khab3@cdek.ru;+74212670011, +79098092910;Пн-Пт 10:00-20:00, Сб 10:00-16:00, Вс 10:00-14:00;На Суворова;;Угол ул. Суворова и ул. Кутузова, возле ранка «Южный», напротив ТРЦ «Южный парк»;Рынок (Южный микрорайон);;||
MSK142;Да;50.0;Россия;Москва;Москва;ул. Большой Николопесковский пер.;.13 под.3;2;smolenskaya@cdek.ru;+74993504297;Пн-Пт 10:00-20:00, Сб 10:00-16:00, Вс 10:00-14:00;Смоленская;;После музея Скрябина заворачиваете в арку, проходите прямо 5 м, поворачиваете направо увидите дверь с вывеской СДЭК.;"Кинотеатр ""Октябрь""";Смоленская, Арбатская;||
IVN10;Да;30.0;Россия;Ивановская обл.;Иваново;ул. Лежневская;164;;client-ivanovo@cdek.ru;+74932366898;Пн-Пт 10:00-19:00, Сб 10:00-16:00;На Лежневской;;"ТЦ ""Лента"", вход со стороны магазина ""Эльдорадо"", 1 этаж, напротив Аптеки";Точприбор, Подстанция;;||
KBN2;Да;;Россия;Ямало-Ненецкий авт. округ;Губкинский;ул. 4-й Микрорайон;18;;gubk@cdek.ru;+79581647626, +73493663606;Пн-Пт 10:00-19:00, Сб 10:00-16:00;4 Микрорайон;;;ДК «НЕФТЯНИК»;;||
KZN13;Да;30.0;Россия;Татарстан респ.;Казань;ул. Вишневского;10;;r.giniyatullin@cdek.ru;+79172341647;Пн-Пт 10:00-20:00, Сб 10:00-16:00, Вс 10:00-14:00;На Вишневского;;100 метров от остановки Калинина по направлению в сторону улицы Достоевского, вход через магазин Пятерочка;Калинина, Вишневского;Ст. м. Суконная слобода;||
YLA1;Да;70.0;Россия;Марий Эл респ.;Йошкар-Ола;ул. Красноармейская;115;3;k.troyanenko@cdek.ru;+79278883744;Пн-Пт 09:00-19:00, Сб 10:00-16:00;На Красноармейской;;"Остановка Гомзовское кольцо, рядом с ТЦ ""Византия"", вход с торца здания";Гомзовское кольцо, 6-ой микрорайон;;||
TGN6;Да;30.0;Россия;Ростовская обл.;Таганрог;пер. 17-й Новый;1а;;m.shutenko@cdek.ru;+79888993006;Пн-Пт 09:00-19:00, Сб 10:00-16:00;На пер. 17 Новый;;Перекресток ул.Лизы Чайкиной и пер.17-й Новый. За комплексом «Фирли» налево;Фирли;;||
NSK47;Да;50.0;Россия;Новосибирская обл.;Новосибирск;ул. Нарымская;17/2;;na.podzolkova@cdek.ru;+79132001772;Пн-Пт 10:00-20:00, Сб 10:00-16:00, Вс 10:00-14:00;На Нарымской;;;ул. 1905 года, Цирк;Красный проспект;||
SPD4;Да;;Россия;Ленинградская обл.;Мурино, Всеволожский р-н;пр. Скандинавский;2, этаж 1;;n.truhin@cdek.ru;+78129263574;Пн-Пт 10:00-20:00, Сб 10:00-16:00;Мурино;;;метро Девяткино;Девяткино;||
YALT3;Да;30.0;Россия;Крым респ.;Ялта;ул. Маршака;2Б;;b.brukh@cdek.ru;+79780229020;Пн-Пт 10:00-19:00, Сб 10:00-16:00;На Маршака;;Остановка Спартак (в сторону города), слева от парковки супермаркета ПУД;Кинотеатр Спартак;;||
MSK143;Да;150.0;Россия;Москва;Москва;ул.Кравченко;11 пом. I-А ком.1;;v.domin@cdek.ru;+74991383877;Пн-Пт 10:00-20:00, Сб 10:00-16:00, Вс 10:00-14:00;На Кравченко;;От метро Проспект Вернадского в сторону прудов 500 метров , вход и въезд со стороны прудов.;Ул.Кравченко 11(около 80м);Проспект  Вернадского;||
YEKB13;Да;60.0;Россия;Свердловская обл.;Екатеринбург;ул. Блюхера;41;;chepchugova.k@cdek.ru;+73433725175;Пн-Пт 10:00-20:00, Сб 10:00-16:00, Вс 10:00-14:00;На Блюхера;;С торца ТЦ «АИДА»;Ост. Блюхера;;||
YARS9;Да;50.0;Россия;Ярославская обл.;Ярославль;ул. Ленинградский пр-т;77/12;;i.sotskova@cdek.ru;+74852679593;Пн-Пт 10:00-20:00, Сб 10:00-16:00, Вс 10:00-14:00;На Ленинградском;;Жилой дом на пересечении Дзержинского и Ленинградского проспектов, за памятником Ф.Э Дзержинскому. Внизу магазин «Магнит», аптека «Вита». Вход – с торца, под аркой.;Проспект Дзержинского;;||
NSK48;Да;;Россия;Новосибирская обл.;Новосибирск;ул. Бориса Богаткова;68;104;o.doroganova@cdek.ru;+73832819666;Пн-Пт 10:00-20:00, Сб 10:00-16:00, Вс 10:00-14:00;На Октябрьском рынке;;Октябрьский район. Остановка Октябрьский рынок. Серое трехэтажное здание, вход один со стороны дороги,  почти напротив (на перекрестке) университет связи — новый корпус;Октябрьский рынок;Октябрьская;||
MSK144;Да;30.0;Россия;Москва;Москва;ул. Хлобыстова;14 корп 1;;e.balakina@cdek.ru;+74959695268 3333;Пн-Пт 10:00-20:00, Сб 10:00-16:00, Вс 10:00-14:00;Выхино;;Рядом магазин «СтоЛичный»;улица Хлобыстова;Выхино;||
CHT3;Да;;Россия;Забайкальский край;Чита;ул. Богомягкова;55;пом. 4;dir-chita@cdek.ru;+73022350367, +79144980756;Пн-Пт 09:00-19:00, Сб 10:00-16:00;СНT Богомягкова;;вход с ул.Угданская;Центральный рынок;;||
ARKH1;Да;50.0;Россия;Архангельская обл.;Архангельск;пр. Ленинградский;109 корп. 1;;o.golovanov@cdek.ru;+78182693286;Пн-Пт 10:00-19:00, Сб 10:00-16:00;На Галушина;;Пересечение пр. Ленинградский с ул. Галушина. По ул. Галушина, магазин «Снежинка»;ул. Галушина (проспект Ленинградский);;||
NSK49;Да;30.0;Россия;Новосибирская обл.;Новосибирск;ул. Балтийская;29;;f.kvashnin@cdek.ru;+79537755040;Пн-Пт 10:00-20:00, Сб 10:00-16:00, Вс 10:00-14:00;Шлюз;;"1.ТЦ с главным фасадом на улицу Балтийскую, после входа - вверх
по эскалатору на 2ой этаж, далее по навигационным вывескам. 
2.С заднего фасада можно пройти по вывеске в помещение с кабиной
лифта, подняться на 2ой этаж и далее по навигационному
указателю.";Белоусова;;||
KLD5;Да;;Россия;Калининградская обл.;Калининград;ул. Совхозная;1В;;client-kaliningrad@cdek.ru;+74012777272, +74012921031;Пн-Пт 09:00-19:00, Сб 10:00-16:00;На Совхозной;;Двигаться от остановки на ул.Васнецова  по ул.Орудийной до перекрестка с ул.Совхозной, повернуть и идти прямо еще 400 м., двигаться до здания Курган-Балта, офис в здании напротив;ул. Орудийная –ул.Закатная;;||
ATM1;Да;;Россия;Приморский край;Артем;ул. Фрунзе;47/1;1-ый этаж;art@cdek.ru;+74233731124, +74233791616;Пн-Пт 09:00-19:00, Сб 10:00-16:00;На Фрунзе;;р-н Автовокзала;Автовокзал;;||
YUZHU2;Да;;Россия;Челябинская обл.;Южноуральск;ул. Космонавтов;16;;a.kovshova@cdek.ru;+73513456690, +79000825860;Пн-Пт 08:00-19:00, Сб 10:00-16:00;На Космонавтов;;;Администрация;;||
GUS1;Да;;Россия;Владимирская обл.;Гусь-Хрустальный;ул. Революции;5А;;E.Sizov@cdek.ru;+74922377003;Пн-Пт 10:00-19:00, Сб 10:00-16:00;На Революции;;От центрального рынка идти к торговому центру «Весна-Лето»по улице революции.Напротив торгового центра»-Революция находится офис СДЭК;Центральный рынок;;||
NVM2;Да;;Россия;Ставропольский край;Невинномысск;ул. Калинина;83;;O.Gerasimenko@cdek.ru;+79887180405;Пн-Пт 10:00-19:00, Сб 10:00-16:00;На Калинина;;Ост. Севастопольская (маршрутное такси 21, 1а, 10, 18);Севастопольская;;||
SVT12;Да;30.0;Россия;Севастополь;Севастополь;пр-т Античный;12А;;beltyukov.v@cdek.ru;+79788385425;Пн-Пт 10:00-19:00, Сб 10:00-16:00;На Античном;;За остановкой «Омега», поворот на «Дикую Омегу», за кольцом коричневое здание №12, во дворе № 12А;Античная;;||
